ticket_no,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_day,severity_score,priority_score,risk_score,high_risk
325,469,2 - Regular,Software,Request,2 - Normal,2 - Medium,3,2,2,8,0
326,771,1 - Junior,Systems,Request,3 - Major,2 - Medium,21,3,2,65,1
327,1423,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
328,1614,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,21,2,0,42,1
329,1252,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
330,528,1 - Junior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
331,1763,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
332,1453,3 - Senior,Software,Request,2 - Normal,2 - Medium,6,2,2,14,1
333,1146,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
334,1021,2 - Regular,Systems,Issue,2 - Normal,3 - High,5,2,3,13,1
335,622,2 - Regular,Systems,Request,3 - Major,3 - High,7,3,3,24,1
336,809,4 - Management,Access/Login,Request,2 - Normal,3 - High,2,2,3,7,0
337,1311,2 - Regular,Systems,Request,2 - Normal,1 - Low,26,2,1,53,1
338,466,3 - Senior,Software,Request,2 - Normal,2 - Medium,10,2,2,22,1
339,1269,2 - Regular,Software,Request,2 - Normal,3 - High,8,2,3,19,1
340,1460,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,35,2,0,70,1
341,68,4 - Management,Systems,Issue,3 - Major,3 - High,2,3,3,9,0
342,1206,2 - Regular,Hardware,Request,2 - Normal,1 - Low,32,2,1,65,1
343,1626,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
344,564,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
345,1678,4 - Management,Software,Request,2 - Normal,3 - High,5,2,3,13,1
346,1906,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,10,2,2,22,1
347,203,3 - Senior,Hardware,Request,2 - Normal,1 - Low,11,2,1,23,1
348,1450,2 - Regular,Software,Request,2 - Normal,3 - High,7,2,3,17,1
349,47,4 - Management,Systems,Request,2 - Normal,3 - High,11,2,3,25,1
350,522,2 - Regular,Software,Request,2 - Normal,3 - High,11,2,3,25,1
351,716,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
352,388,3 - Senior,Systems,Request,2 - Normal,3 - High,12,2,3,27,1
353,1057,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
354,439,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
355,548,4 - Management,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
356,23,2 - Regular,Software,Request,2 - Normal,2 - Medium,4,2,2,10,0
357,1366,3 - Senior,Software,Issue,2 - Normal,3 - High,4,2,3,11,1
358,1356,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
359,1293,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
360,1601,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
361,78,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
362,385,4 - Management,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
363,114,4 - Management,Systems,Request,2 - Normal,3 - High,16,2,3,35,1
364,453,2 - Regular,Hardware,Issue,2 - Normal,3 - High,7,2,3,17,1
365,905,2 - Regular,Software,Issue,2 - Normal,3 - High,0,2,3,3,0
366,339,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
367,1105,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
368,1462,4 - Management,Systems,Issue,2 - Normal,3 - High,3,2,3,9,0
369,1707,2 - Regular,Systems,Request,2 - Normal,1 - Low,9,2,1,19,1
370,334,1 - Junior,Access/Login,Request,3 - Major,3 - High,1,3,3,6,0
371,845,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
372,1621,3 - Senior,Hardware,Request,4 - Critical,0 - Unassigned,10,4,0,40,1
373,282,2 - Regular,Software,Request,2 - Normal,2 - Medium,12,2,2,26,1
374,1167,2 - Regular,Systems,Request,2 - Normal,2 - Medium,19,2,2,40,1
375,1000,3 - Senior,Software,Request,2 - Normal,3 - High,4,2,3,11,1
376,260,3 - Senior,Software,Issue,2 - Normal,3 - High,2,2,3,7,0
377,1139,3 - Senior,Systems,Request,2 - Normal,2 - Medium,15,2,2,32,1
378,1510,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
379,1137,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
380,573,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
381,239,2 - Regular,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
382,1222,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
383,156,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,9,2,0,18,1
384,432,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
385,43,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
386,656,2 - Regular,Systems,Issue,2 - Normal,1 - Low,6,2,1,13,1
387,1044,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
388,1815,2 - Regular,Systems,Request,2 - Normal,1 - Low,25,2,1,51,1
389,262,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
390,112,3 - Senior,Hardware,Request,2 - Normal,3 - High,31,2,3,65,1
391,750,1 - Junior,Systems,Issue,3 - Major,2 - Medium,7,3,2,23,1
392,45,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
393,30,2 - Regular,Systems,Issue,2 - Normal,1 - Low,10,2,1,21,1
394,486,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
395,1497,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,26,2,0,52,1
396,233,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
397,414,3 - Senior,Systems,Request,3 - Major,3 - High,8,3,3,27,1
398,1496,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
399,822,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
400,1904,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,11,2,0,22,1
401,1976,4 - Management,Software,Request,2 - Normal,3 - High,3,2,3,9,0
402,1667,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
403,1372,2 - Regular,Access/Login,Request,1 - Minor,3 - High,0,1,3,3,0
404,1419,1 - Junior,Software,Issue,2 - Normal,2 - Medium,3,2,2,8,0
405,763,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
406,174,4 - Management,Software,Request,2 - Normal,3 - High,16,2,3,35,1
407,1958,4 - Management,Software,Issue,2 - Normal,3 - High,0,2,3,3,0
408,1452,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1,2,1,3,0
409,1173,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
410,485,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
411,484,4 - Management,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
412,38,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
413,1552,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
414,1208,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
415,1842,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
416,661,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
417,1827,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
418,56,1 - Junior,Systems,Issue,1 - Minor,0 - Unassigned,2,1,0,2,0
419,1384,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
420,644,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
421,1789,2 - Regular,Software,Issue,2 - Normal,1 - Low,8,2,1,17,1
422,1165,4 - Management,Systems,Request,2 - Normal,3 - High,14,2,3,31,1
423,1064,4 - Management,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
424,100,3 - Senior,Systems,Request,2 - Normal,3 - High,15,2,3,33,1
425,692,2 - Regular,Systems,Request,2 - Normal,3 - High,20,2,3,43,1
426,1921,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
427,97,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
428,1458,1 - Junior,Software,Request,2 - Normal,1 - Low,2,2,1,5,0
429,568,3 - Senior,Software,Request,2 - Normal,3 - High,4,2,3,11,1
430,1829,1 - Junior,Systems,Issue,2 - Normal,1 - Low,10,2,1,21,1
431,1694,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
432,65,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,15,2,1,31,1
433,718,2 - Regular,Software,Request,2 - Normal,1 - Low,3,2,1,7,0
434,380,1 - Junior,Hardware,Issue,4 - Critical,2 - Medium,5,4,2,22,1
435,876,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
436,1059,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,6,2,0,12,1
437,523,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,13,2,2,28,1
438,824,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
439,161,2 - Regular,Hardware,Request,2 - Normal,3 - High,31,2,3,65,1
440,730,2 - Regular,Software,Request,2 - Normal,3 - High,2,2,3,7,0
441,871,2 - Regular,Software,Request,2 - Normal,2 - Medium,3,2,2,8,0
442,1274,3 - Senior,Systems,Issue,2 - Normal,3 - High,8,2,3,19,1
443,1850,2 - Regular,Systems,Issue,2 - Normal,3 - High,11,2,3,25,1
444,946,1 - Junior,Software,Request,2 - Normal,2 - Medium,8,2,2,18,1
445,1905,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
446,477,3 - Senior,Software,Request,2 - Normal,3 - High,4,2,3,11,1
447,1124,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,14,2,0,28,1
448,417,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
449,640,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
450,850,2 - Regular,Systems,Issue,2 - Normal,1 - Low,2,2,1,5,0
451,1277,3 - Senior,Access/Login,Request,0 - Unclassified,3 - High,0,0,3,3,0
452,1604,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9,2,0,18,1
453,247,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
454,456,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,35,2,2,72,1
455,88,3 - Senior,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
456,1721,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,30,2,0,60,1
457,586,4 - Management,Access/Login,Request,3 - Major,1 - Low,1,3,1,4,0
458,1442,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
459,1245,2 - Regular,Software,Request,2 - Normal,1 - Low,7,2,1,15,1
460,1962,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,17,3,0,51,1
461,148,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
462,1757,1 - Junior,Systems,Request,2 - Normal,1 - Low,19,2,1,39,1
463,1936,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
464,1398,4 - Management,Software,Request,2 - Normal,3 - High,3,2,3,9,0
465,1355,2 - Regular,Systems,Request,1 - Minor,1 - Low,19,1,1,20,1
466,861,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
467,1840,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
468,779,1 - Junior,Software,Issue,2 - Normal,3 - High,1,2,3,5,0
469,56,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
470,1738,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20,2,0,40,1
471,1511,4 - Management,Systems,Issue,2 - Normal,2 - Medium,2,2,2,6,0
472,429,4 - Management,Software,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
473,410,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
474,1911,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
475,1001,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
476,485,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
477,1292,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
478,1766,1 - Junior,Software,Request,2 - Normal,1 - Low,9,2,1,19,1
479,1639,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,30,2,2,62,1
480,1454,3 - Senior,Systems,Issue,2 - Normal,3 - High,3,2,3,9,0
481,524,2 - Regular,Access/Login,Issue,3 - Major,1 - Low,1,3,1,4,0
482,1131,4 - Management,Access/Login,Issue,3 - Major,3 - High,0,3,3,3,0
483,1006,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
484,1720,3 - Senior,Systems,Issue,3 - Major,0 - Unassigned,4,3,0,12,1
485,50,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
486,1894,1 - Junior,Systems,Request,2 - Normal,2 - Medium,11,2,2,24,1
487,674,3 - Senior,Systems,Request,2 - Normal,1 - Low,18,2,1,37,1
488,1055,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
489,446,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,30,2,0,60,1
490,699,1 - Junior,Software,Request,2 - Normal,3 - High,7,2,3,17,1
491,733,1 - Junior,Access/Login,Request,1 - Minor,3 - High,0,1,3,3,0
492,917,4 - Management,Hardware,Issue,2 - Normal,3 - High,5,2,3,13,1
493,513,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
494,1426,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
495,347,3 - Senior,Software,Request,2 - Normal,3 - High,4,2,3,11,1
496,1598,4 - Management,Software,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
497,470,2 - Regular,Software,Request,2 - Normal,1 - Low,3,2,1,7,0
498,570,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
499,509,1 - Junior,Systems,Request,2 - Normal,2 - Medium,17,2,2,36,1
500,1808,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
501,875,4 - Management,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
502,1842,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
503,189,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
504,508,3 - Senior,Access/Login,Request,3 - Major,3 - High,1,3,3,6,0
505,1595,3 - Senior,Systems,Issue,2 - Normal,3 - High,9,2,3,21,1
506,384,1 - Junior,Access/Login,Issue,1 - Minor,2 - Medium,0,1,2,2,0
507,697,4 - Management,Systems,Request,2 - Normal,2 - Medium,17,2,2,36,1
508,1841,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
509,97,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4,2,1,9,0
510,887,2 - Regular,Systems,Request,2 - Normal,3 - High,14,2,3,31,1
511,31,4 - Management,Systems,Request,2 - Normal,3 - High,18,2,3,39,1
512,92,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
513,1928,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
514,1456,4 - Management,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
515,1931,2 - Regular,Systems,Request,4 - Critical,1 - Low,16,4,1,65,1
516,1792,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
517,1786,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7,2,2,16,1
518,1036,3 - Senior,Systems,Request,2 - Normal,3 - High,13,2,3,29,1
519,592,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
520,1550,4 - Management,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
521,1163,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
522,91,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
523,558,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
524,1691,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
525,1201,1 - Junior,Systems,Request,2 - Normal,3 - High,14,2,3,31,1
526,746,3 - Senior,Software,Request,2 - Normal,3 - High,7,2,3,17,1
527,506,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
528,169,2 - Regular,Hardware,Request,1 - Minor,0 - Unassigned,26,1,0,26,1
529,167,4 - Management,Software,Request,2 - Normal,3 - High,3,2,3,9,0
530,167,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
531,667,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
532,1166,1 - Junior,Systems,Issue,2 - Normal,1 - Low,12,2,1,25,1
533,1538,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
534,25,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
535,979,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
536,1080,2 - Regular,Software,Request,2 - Normal,1 - Low,9,2,1,19,1
537,419,4 - Management,Access/Login,Request,2 - Normal,3 - High,2,2,3,7,0
538,1568,1 - Junior,Systems,Request,2 - Normal,1 - Low,6,2,1,13,1
539,951,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
540,1748,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
541,1982,3 - Senior,Hardware,Issue,2 - Normal,3 - High,6,2,3,15,1
542,1925,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
543,1568,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
544,1200,2 - Regular,Systems,Request,2 - Normal,1 - Low,19,2,1,39,1
545,1021,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
546,226,4 - Management,Systems,Issue,3 - Major,3 - High,2,3,3,9,0
547,1724,1 - Junior,Software,Issue,2 - Normal,2 - Medium,2,2,2,6,0
548,907,4 - Management,Software,Request,2 - Normal,3 - High,4,2,3,11,1
549,604,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
550,185,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
551,68,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
552,105,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
553,1858,2 - Regular,Software,Issue,2 - Normal,3 - High,1,2,3,5,0
554,703,2 - Regular,Systems,Request,2 - Normal,1 - Low,5,2,1,11,1
555,76,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
556,47,4 - Management,Software,Issue,2 - Normal,3 - High,2,2,3,7,0
557,1706,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,18,2,0,36,1
558,615,1 - Junior,Systems,Issue,4 - Critical,1 - Low,10,4,1,41,1
559,547,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
560,633,4 - Management,Software,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
561,1704,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
562,6,3 - Senior,Software,Issue,2 - Normal,3 - High,2,2,3,7,0
563,922,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
564,525,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
565,1817,3 - Senior,Software,Request,2 - Normal,3 - High,2,2,3,7,0
566,267,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
567,531,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,8,2,0,16,1
568,1859,3 - Senior,Systems,Request,2 - Normal,2 - Medium,20,2,2,42,1
569,469,2 - Regular,Systems,Request,2 - Normal,2 - Medium,7,2,2,16,1
570,1315,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
571,1174,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
572,339,2 - Regular,Access/Login,Issue,3 - Major,0 - Unassigned,0,3,0,0,0
573,1847,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
574,1907,4 - Management,Hardware,Issue,2 - Normal,3 - High,6,2,3,15,1
575,1764,3 - Senior,Software,Issue,2 - Normal,3 - High,2,2,3,7,0
576,1646,2 - Regular,Hardware,Request,2 - Normal,3 - High,10,2,3,23,1
577,2,2 - Regular,Systems,Issue,1 - Minor,2 - Medium,1,1,2,3,0
578,1506,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
579,809,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
580,176,3 - Senior,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
581,456,1 - Junior,Hardware,Request,2 - Normal,1 - Low,28,2,1,57,1
582,170,3 - Senior,Systems,Request,1 - Minor,3 - High,5,1,3,8,0
583,1859,3 - Senior,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
584,1730,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6,2,2,14,1
585,1980,4 - Management,Systems,Request,2 - Normal,3 - High,14,2,3,31,1
586,89,1 - Junior,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
587,1397,1 - Junior,Hardware,Request,3 - Major,0 - Unassigned,29,3,0,87,1
588,1909,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
589,109,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
590,1058,4 - Management,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
591,180,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
592,447,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
593,342,4 - Management,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
594,437,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
595,555,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
596,326,2 - Regular,Software,Issue,2 - Normal,1 - Low,4,2,1,9,0
597,1199,2 - Regular,Systems,Request,2 - Normal,2 - Medium,15,2,2,32,1
598,572,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
599,1903,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,32,2,0,64,1
600,791,4 - Management,Software,Request,2 - Normal,3 - High,10,2,3,23,1
601,559,1 - Junior,Systems,Issue,2 - Normal,1 - Low,4,2,1,9,0
602,1857,2 - Regular,Software,Request,2 - Normal,2 - Medium,3,2,2,8,0
603,721,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
604,1594,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
605,1429,4 - Management,Software,Request,2 - Normal,3 - High,5,2,3,13,1
606,1669,2 - Regular,Software,Request,2 - Normal,1 - Low,16,2,1,33,1
607,1356,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
608,564,2 - Regular,Systems,Request,3 - Major,3 - High,15,3,3,48,1
609,1039,4 - Management,Software,Request,2 - Normal,3 - High,3,2,3,9,0
610,541,1 - Junior,Access/Login,Issue,3 - Major,1 - Low,1,3,1,4,0
611,1538,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
612,565,2 - Regular,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
613,761,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7,2,2,16,1
614,580,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
615,791,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
616,1968,1 - Junior,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
617,1320,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
618,1986,2 - Regular,Hardware,Request,2 - Normal,1 - Low,25,2,1,51,1
619,774,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5,2,0,10,0
620,103,4 - Management,Hardware,Issue,1 - Minor,3 - High,5,1,3,8,0
621,956,4 - Management,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
622,1532,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
623,863,1 - Junior,Systems,Request,2 - Normal,2 - Medium,19,2,2,40,1
624,1924,1 - Junior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
625,895,3 - Senior,Hardware,Request,2 - Normal,3 - High,11,2,3,25,1
626,1413,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
